x,y,label
313649,523765,1
337889,558031,1
360165,553303,1
340032,561740,1
338634,564414,1
351459,565704,1
412767,593558,1
283474,532727,1
336928,557412,1
366478,594677,1
343450,570659,1
331616,565089,1
354529,573677,1
276703,559740,1
282066,560178,1
331366,567311,1
321910,573825,1
290107,571927,1
281979,518199,1
374695,563163,1
340191,567638,1
338583,563529,1
358312,559466,1
338474,564151,1
338205,566246,1
342901,582886,1
265815,540385,1
304086,576100,1
347966,563506,1
346144,560472,1
352381,592377,1
318681,528806,1
369366,561201,1
310041,533285,1
344314,595915,1
363956,609339,1
328586,551385,1
330767,552963,1
312558,520650,1
315850,573154,1
379388,567285,1
329905,579935,1
352209,548608,1
357679,548036,1
339288,588052,1
330335,568221,1
341559,562163,1
341925,569393,1
327695,543105,1
335999,549795,1
302359,534317,1
332586,566187,1
330750,561657,1
400380,588221,1
337910,562252,1
336549,565597,1
343717,559909,1
332116,594868,1
358384,556361,1
415881,584352,1
345164,579614,1
316395,537403,1
340970,564831,1
340383,600071,1
326627,534442,1
356865,545785,1
306298,551902,1
347575,565576,1
302583,571881,1
352424,557574,1
279008,521035,1
335029,553213,1
338753,563384,1
324032,577807,1
327973,534972,1
321924,527106,1
345495,579864,1
385091,599401,1
361138,551307,1
332884,533990,1
269126,508814,1
350056,566657,1
374117,546122,1
350283,559840,1
335525,567445,1
350798,535657,1
289002,520678,1
324516,522674,1
364844,571623,1
351815,574947,1
275524,559548,1
348773,583528,1
308966,523409,1
316313,570785,1
341966,561987,1
341446,538787,1
318823,565345,1
347522,587567,1
293746,544468,1
334983,572690,1
325125,564342,1
330145,546705,1
336336,563145,1
302353,545544,1
321216,569834,1
285152,520229,1
335027,565050,1
332270,556288,1
341016,545280,1
339640,561426,1
338633,563504,1
324952,565867,1
353583,554147,1
385183,556284,1
292636,520371,1
289176,571435,1
310944,559497,1
336974,563207,1
337173,557853,1
396903,591235,1
324440,567074,1
333378,557892,1
300366,565761,1
344437,529492,1
325871,558965,1
367641,556309,1
344552,554676,1
297212,546223,1
355924,577596,1
331340,524203,1
292932,558293,1
306346,523584,1
341966,586266,1
282430,560217,1
326251,549298,1
335201,585318,1
351564,573155,1
322365,530808,1
405542,600089,1
296763,528676,1
221233,538472,1
338084,560295,1
345674,579033,1
325883,560492,1
345123,577788,1
329859,564384,1
353939,570931,1
409616,575024,1
365058,545456,1
404782,557913,1
368724,598412,1
344096,575522,1
182618,346663,1
171461,348130,1
186536,330019,1
177241,292639,1
248683,383412,1
174057,358906,1
215243,289985,1
170688,343596,1
144502,345417,1
165689,356983,1
168443,367928,1
165158,343946,1
159711,352701,1
175781,341039,1
233480,289069,1
189029,366740,1
168573,350387,1
170271,306395,1
192775,350028,1
152054,345632,1
139299,314046,1
202053,322650,1
134695,350397,1
159654,381778,1
188093,324040,1
183236,338163,1
156984,430950,1
182751,435819,1
198908,372797,1
198517,325721,1
161345,350804,1
210497,359835,1
141993,331189,1
170788,373545,1
166449,363036,1
155479,345893,1
186380,363938,1
129332,360811,1
224225,376975,1
165945,345849,1
223550,323197,1
122755,434879,1
166584,349245,1
179472,342273,1
148749,359845,1
177505,332053,1
160222,380591,1
178869,370161,1
170002,370000,1
164354,347671,1
169966,368623,1
145867,363616,1
181561,358111,1
164915,350360,1
166973,341636,1
153181,277968,1
155505,355581,1
160835,347784,1
211265,396792,1
203254,362605,1
137967,354539,1
174064,357989,1
179609,408365,1
176506,351827,1
172879,347028,1
180506,330980,1
185966,359964,1
146070,316860,1
152957,321354,1
163190,331719,1
186914,361706,1
159191,309314,1
170425,316185,1
162040,316797,1
195000,354829,1
126702,351222,1
213064,290947,1
140612,350010,1
172885,352621,1
170155,343568,1
186806,334070,1
146072,288800,1
169293,348686,1
169502,411323,1
152861,407965,1
156041,295117,1
117585,391892,1
163981,344090,1
158664,310765,1
141113,351050,1
163796,345091,1
160369,353500,1
235671,300234,1
140876,334435,1
108232,373112,1
192460,388323,1
133744,308918,1
216209,437830,1
156945,339397,1
199859,316334,1
159496,331641,1
167845,341409,1
182435,365508,1
133795,360518,1
169628,365003,1
167262,399527,1
177728,352687,1
130683,363204,1
198197,344933,1
197735,355477,1
172020,342883,1
185561,342784,1
202011,337353,1
157394,346500,1
182050,424341,1
129664,341196,1
173188,355248,1
182499,310438,1
170384,339979,1
182093,321311,1
185696,338006,1
102221,374657,1
165881,364469,1
164875,349007,1
159120,340829,1
168274,374689,1
178495,373915,1
179811,342089,1
162606,363185,1
173908,362098,1
133580,348602,1
190634,357254,1
186503,369651,1
127134,379827,1
169145,355279,1
140121,346875,1
141860,324304,1
200251,306215,1
174373,363552,1
170022,347877,1
165657,338722,1
186361,351075,1
213022,338238,1
155228,357729,1
171614,435530,1
175586,365049,1
187858,381077,1
171074,293610,1
153738,360530,1
199043,270173,1
165886,348709,1
159428,300364,1
197463,378513,1
161273,347538,1
186082,330058,1
143732,279724,1
142899,329415,1
156977,424622,1
174878,362329,1
148915,338914,1
187324,377187,1
175766,380534,1
185071,362905,1
158550,354818,1
174672,345849,1
169880,343122,1
109090,326101,1
187854,354777,1
153903,353738,1
190241,329582,1
102983,382712,1
143117,345163,1
188985,367645,1
174834,411644,1
144228,344974,1
146821,297434,1
171848,343242,1
94382,320888,1
154412,310120,1
176490,344679,1
170616,352610,1
81648,360080,1
153607,379395,1
183970,355973,1
105444,361358,1
158571,361986,1
177579,319865,1
198892,322470,1
216975,296647,1
166654,350678,1
189102,333074,1
198712,303299,1
137098,384889,1
144306,328086,1
142455,343512,1
178319,318244,1
168886,353913,1
174656,393278,1
130805,354417,1
176433,350561,1
142252,329183,1
165476,377389,1
210102,333312,1
129453,321221,1
144705,375936,1
206687,342276,1
153583,352282,1
189499,356601,1
159392,351000,1
181463,326571,1
162975,335389,1
157691,334886,1
154167,353183,1
165607,362883,1
182239,333302,1
176982,354631,1
183516,374212,1
191099,341570,1
184570,360446,1
207804,354938,1
198493,326704,1
149269,341445,1
184798,392233,1
174438,319075,1
107124,325984,1
76052,360840,1
159302,337993,1
140101,341028,1
168149,345638,1
150009,371014,1
157193,350343,1
111476,358647,1
151164,332239,1
171318,373473,1
175169,349454,1
162600,392531,1
168067,340249,1
170102,323164,1
124132,340448,1
149863,284721,1
168079,347343,1
128953,304971,1
169228,364545,1
198415,321418,1
183610,321788,1
220869,407358,1
159472,372246,1
170837,353968,1
165653,317602,1
135537,356169,1
166973,334724,1
158750,312102,1
161448,373412,1
158713,379013,1
180493,319750,1
125715,302114,1
194033,340466,1
158871,312380,1
161387,343617,1
169121,347594,1
167653,352074,1
125902,318850,1
217686,296514,1
171986,429306,1
211360,279794,1
157181,346842,1
188909,341194,1
140128,325904,1
117874,389929,1
162921,317643,1
173978,346514,1
98533,355691,1
194956,372256,1
164847,287064,1
174410,372064,1
149092,352682,1
166323,352927,1
178515,370287,1
169337,348605,1
122986,334382,1
145282,391482,1
185919,363092,1
180519,368284,1
181227,347052,1
168284,309036,1
198251,335402,1
160922,347681,1
141861,328909,1
147911,328024,1
178264,330827,1
178235,346006,1
195151,317753,1
122360,357480,1
167330,332452,1
115363,305575,1
185661,404482,1
177858,352255,1
113068,317574,1
125675,360158,1
172842,351663,1
124724,459999,1
169069,348929,1
185253,344152,1
155625,262321,1
158201,315944,1
171277,361020,1
209553,326461,1
160165,362858,1
190725,336160,1
169994,409806,1
179463,361279,1
172662,388185,1
165284,425978,1
160206,303063,1
155690,368375,1
124516,325289,1
179326,321160,1
165573,305517,1
155508,372355,1
166799,318482,1
161780,324523,1
168805,351913,1
206519,355629,1
163091,350167,1
176144,353300,1
179483,359645,1
213951,352868,1
164046,346109,1
169569,346955,1
225356,318394,1
214966,358837,1
159253,343477,1
219779,330969,1
169876,340860,1
669118,354195,1
613682,399434,1
617399,392653,1
629247,364078,1
641070,424917,1
609532,388425,1
629369,398359,1
605911,379990,1
622550,391601,1
607905,403460,1
679465,399014,1
608711,373665,1
623498,399288,1
601212,370698,1
574989,407228,1
563517,391159,1
687717,379483,1
616040,330855,1
653024,367312,1
607440,403119,1
620240,397022,1
599215,391457,1
587478,424878,1
613921,394043,1
624328,392133,1
635887,384511,1
559877,401053,1
617755,401065,1
693265,388552,1
559933,403956,1
655859,416496,1
625919,402984,1
595215,391491,1
617493,379303,1
598657,442558,1
601644,436831,1
617118,374098,1
591051,389443,1
617296,386864,1
616468,394118,1
630384,376295,1
558770,390646,1
637332,414017,1
556780,409205,1
577473,384210,1
650054,432740,1
595063,328609,1
714443,433876,1
603566,410391,1
562356,383175,1
546166,423311,1
626539,394908,1
663820,416308,1
710910,464586,1
624310,398408,1
632546,389750,1
667249,417107,1
608309,377530,1
611357,393577,1
658219,436184,1
615032,402225,1
628131,406850,1
632390,363198,1
575116,345564,1
625784,441883,1
618893,419740,1
579564,428498,1
686324,364237,1
586242,396484,1
623248,399928,1
609219,362804,1
537211,376777,1
605310,394011,1
634973,450542,1
595411,413706,1
613037,419086,1
617444,397675,1
633304,366062,1
592620,446156,1
631633,337973,1
619637,395224,1
620330,398630,1
621964,409409,1
618446,372298,1
629789,426313,1
608687,374928,1
680646,375662,1
591831,438997,1
550086,442382,1
620330,396776,1
551236,401856,1
617178,414525,1
584938,344365,1
622636,456843,1
649987,408293,1
613719,382828,1
576987,392508,1
599766,409755,1
584077,398498,1
695514,321521,1
561388,355834,1
691600,397893,1
610676,449688,1
600114,413216,1
626811,372435,1
636291,360636,1
570384,393553,1
626700,401688,1
624106,398619,1
523329,404632,1
611954,360938,1
613536,395801,1
576488,397913,1
652745,406585,1
603193,371867,1
610026,444858,1
629725,405117,1
648429,422590,1
562772,382904,1
638823,411764,1
617764,397102,1
579922,379009,1
610698,396326,1
642607,374702,1
621629,397208,1
659321,404555,1
576235,462612,1
598628,425191,1
623502,420376,1
665965,449273,1
608923,385575,1
611579,407670,1
617573,386848,1
589862,418742,1
653325,396810,1
605073,372055,1
623137,408209,1
499262,398424,1
619339,401624,1
619295,397643,1
578878,420108,1
533577,355107,1
615934,426539,1
690195,475150,1
673514,390760,1
657120,386782,1
549945,372313,1
675858,410545,1
626586,415166,1
618449,404599,1
638783,399478,1
578113,395458,1
622557,361134,1
635324,420555,1
666135,430421,1
689725,465685,1
593601,445149,1
615094,383077,1
624599,417673,1
573969,434110,1
642881,403147,1
634383,422065,1
582389,428200,1
617330,369828,1
621989,394856,1
651828,468138,1
612936,398723,1
613351,407952,1
562777,437516,1
533212,366954,1
618113,400002,1
609344,448128,1
615342,413931,1
623989,368662,1
620187,400168,1
687638,439257,1
573925,449341,1
547270,403384,1
619318,361696,1
588432,446279,1
592924,393730,1
615325,383841,1
611875,422910,1
681941,370225,1
620818,396967,1
662154,385013,1
554938,347875,1
628655,321099,1
619628,399433,1
660333,393215,1
618391,348381,1
565829,395454,1
617689,397001,1
604554,393193,1
572417,403906,1
659193,384523,1
632060,367800,1
633894,404424,1
620610,395343,1
615175,397627,1
624293,333944,1
593689,316888,1
617319,374666,1
572244,349463,1
619239,400025,1
621622,390298,1
622101,371771,1
630205,338054,1
654147,407182,1
637594,420311,1
629004,392271,1
585207,336451,1
618349,397614,1
650157,402991,1
638966,486628,1
655201,411873,1
602335,433298,1
630706,388370,1
617428,397343,1
621537,390372,1
631365,450732,1
618406,404239,1
601390,453925,1
603945,361794,1
619427,396945,1
660103,414557,1
700340,335010,1
608182,416637,1
661166,404325,1
620939,385731,1
626371,349696,1
614683,367259,1
619332,401992,1
587453,401098,1
652349,321291,1
617954,395504,1
636807,424537,1
533889,333741,1
623386,387031,1
632952,385722,1
695010,449565,1
626843,367696,1
488205,420586,1
611547,411952,1
621241,368090,1
581240,362971,1
608747,363132,1
662177,420431,1
615665,405490,1
617447,366176,1
560393,389490,1
685785,409913,1
623433,400160,1
609091,437020,1
624343,403629,1
668879,388617,1
567105,437623,1
657450,365008,1
591955,378142,1
588952,437524,1
607665,447516,1
608601,418450,1
662830,420955,1
605891,428146,1
615239,317684,1
588933,366439,1
618053,357534,1
577773,434308,1
606558,458285,1
620955,389692,1
738190,371970,1
634661,446187,1
571692,449353,1
605650,447537,1
639502,371440,1
684568,380640,1
658735,399039,1
618157,384990,1
618869,398187,1
603388,403039,1
585255,415823,1
639507,438534,1
594112,399331,1
619475,400592,1
571570,375257,1
659297,373975,1
603285,449307,1
610199,394579,1
590500,418472,1
630904,404643,1
591725,406549,1
621560,397789,1
563182,367521,1
593879,444161,1
616054,371666,1
627679,395601,1
608195,447380,1
616737,397973,1
650120,324477,1
616926,398697,1
650859,460072,1
642157,345545,1
601369,411415,1
604703,392288,1
721905,378957,1
619415,397644,1
571043,347389,1
659191,459637,1
629978,400626,1
688487,383589,1
598053,438963,1
635242,356290,1
605899,412428,1
656642,407213,1
619924,406713,1
630067,372798,1
600007,377908,1
589164,386733,1
630491,379017,1
618676,377015,1
639613,388524,1
669409,415893,1
681608,436537,1
649968,371445,1
629000,417990,1
658884,390135,1
605407,427914,1
629891,414975,1
621778,364695,1
610722,418243,1
601599,388540,1
615649,429323,1
627206,402647,1
643965,366316,1
614877,402442,1
606486,420054,1
668482,358452,1
628715,434772,1
196462,887983,1
335970,846828,1
272394,837600,1
211165,825505,1
226433,837646,1
219686,859997,1
242087,844255,1
213558,873714,1
245144,845719,1
247997,878582,1
283576,809069,1
224676,859348,1
298214,820903,1
245468,859425,1
222704,824909,1
250921,819639,1
249209,801933,1
230591,874855,1
234091,876039,1
286769,862152,1
224789,866804,1
245023,849247,1
263626,851699,1
250198,825417,1
231263,863308,1
307605,840195,1
276635,875623,1
230399,842538,1
274070,798617,1
247939,831010,1
209922,850026,1
300726,862728,1
222727,770963,1
239505,885057,1
291561,845450,1
221122,832810,1
194258,914691,1
228928,855040,1
264627,808661,1
225916,843329,1
240221,843932,1
276600,823311,1
204854,810013,1
278326,829095,1
246047,846189,1
251032,876118,1
285258,848668,1
260943,889692,1
245928,867228,1
221002,870506,1
292872,896822,1
261896,897475,1
269723,849664,1
243941,843256,1
249370,872804,1
237120,856814,1
257472,849587,1
253703,834676,1
238080,830689,1
225991,869734,1
231781,799444,1
296892,901182,1
234604,822462,1
241473,860854,1
219864,842635,1
235901,856563,1
207217,878249,1
256949,820470,1
204597,863162,1
325275,866433,1
239344,814789,1
187894,871219,1
259973,862559,1
189752,865463,1
245707,844466,1
188480,870646,1
305915,854818,1
242443,851797,1
227138,824372,1
229970,878786,1
281971,825246,1
241166,845204,1
225846,874086,1
284077,905181,1
258975,837353,1
241972,840749,1
245602,857160,1
227363,836593,1
257926,936947,1
237689,839510,1
267799,847911,1
207552,772091,1
201567,881003,1
265125,820661,1
273165,852766,1
290210,818593,1
256487,868899,1
271395,862063,1
251958,886571,1
249253,856047,1
268289,878265,1
295375,861990,1
256316,818886,1
246470,842932,1
314666,849163,1
298979,774144,1
192885,887667,1
227819,900986,1
250003,859517,1
249857,844975,1
218369,851387,1
252586,806474,1
283017,850861,1
228095,843338,1
266980,825990,1
241381,844402,1
294053,878220,1
253339,750941,1
241413,845029,1
294326,807584,1
257856,846423,1
248210,886338,1
216846,737568,1
244743,830888,1
277055,860813,1
279923,805957,1
235041,823732,1
238524,842928,1
246453,883061,1
260590,827955,1
274554,845338,1
245254,907991,1
299821,866288,1
261120,804153,1
246729,879602,1
240308,844341,1
220620,819091,1
268926,813783,1
234219,845270,1
188424,849785,1
240171,843940,1
163766,859386,1
191257,802651,1
224852,934148,1
261093,844962,1
228711,848090,1
183478,851724,1
201080,823689,1
118590,857150,1
264798,767716,1
313609,860065,1
232246,844226,1
237757,834092,1
222682,806314,1
243331,844022,1
197362,870337,1
229857,843917,1
244257,776516,1
224083,852922,1
309399,838744,1
271205,817620,1
242247,864253,1
235337,831592,1
232357,810798,1
252199,828023,1
267049,950249,1
245678,821691,1
241138,844374,1
246182,840370,1
264175,824349,1
266977,887963,1
274685,883097,1
244260,847060,1
256073,917590,1
258416,835432,1
241687,844256,1
282603,846165,1
228032,893055,1
226949,889283,1
264274,813041,1
139601,914203,1
229131,842806,1
236274,861302,1
261819,863523,1
200005,825237,1
310591,841778,1
244049,817710,1
235022,911236,1
256512,837094,1
236495,861569,1
256889,880721,1
258528,856273,1
233284,860085,1
257480,849037,1
269354,811847,1
222445,891438,1
222356,840843,1
236207,886769,1
174371,864697,1
159683,838958,1
237750,837381,1
241545,838673,1
256082,831969,1
246468,838071,1
205919,844377,1
266111,813259,1
244246,847589,1
244899,812192,1
219316,898830,1
251866,864044,1
238308,790723,1
209264,836661,1
242519,845811,1
351883,890475,1
278929,842054,1
244027,850132,1
248570,843156,1
224681,858432,1
210276,824826,1
220884,916718,1
240846,841609,1
257093,801567,1
236749,813868,1
332237,911313,1
288954,846991,1
238084,844799,1
236431,844100,1
299772,828655,1
241633,846949,1
230107,858332,1
256216,903741,1
258135,880184,1
232331,872896,1
183583,787453,1
264293,890923,1
213208,833959,1
224288,931476,1
261622,869706,1
297183,841456,1
241849,815141,1
308616,811021,1
220931,876605,1
289719,866638,1
233931,838374,1
224694,848663,1
240645,855514,1
229567,855332,1
247613,815836,1
239387,847822,1
257788,880587,1
245532,846331,1
224241,828996,1
227582,856861,1
244618,845420,1
213775,841758,1
243511,830743,1
244799,841688,1
216061,848623,1
294492,832336,1
248931,844960,1
267478,894783,1
228715,837572,1
269483,848608,1
248276,844455,1
236987,881080,1
223732,826580,1
230149,886583,1
265299,859533,1
181803,799487,1
247210,859012,1
261633,773355,1
262370,891499,1
250394,847577,1
222019,839774,1
238328,770068,1
208941,860169,1
238714,858826,1
241005,825301,1
270742,847836,1
238492,833394,1
312726,853829,1
286663,846902,1
261796,819395,1
253890,807676,1
242415,844335,1
134134,842630,1
163956,833732,1
250359,849451,1
295357,842293,1
218942,848326,1
205466,778884,1
253899,862843,1
244966,841126,1
208494,850615,1
221126,837878,1
271093,861412,1
216543,842952,1
255185,825960,1
251070,877802,1
264565,859237,1
228611,836717,1
228517,837056,1
198583,860431,1
215976,836025,1
254411,848090,1
168036,807011,1
292194,906490,1
243951,865415,1
260922,785987,1
245740,814541,1
317675,838127,1
274505,864723,1
230049,865536,1
235084,818866,1
172690,847721,1
221706,875060,1
236740,853169,1
298800,824277,1
265246,889333,1
219498,851932,1
247484,846372,1
288675,919879,1
229280,813483,1
282622,879222,1
307300,836132,1
238260,882489,1
219049,825171,1
219321,848396,1
240028,849354,1
212009,864463,1
246857,852483,1
245118,811283,1
247855,794626,1
253655,821946,1
241475,850889,1
210162,860529,1
204922,854068,1
225567,853078,1
245258,799882,1
257134,845851,1
187314,815820,1
294275,174786,1
329428, 66056,1
325938,164475,1
253129,154296,1
319838,170383,1
240213,118409,1
283784,178305,1
376613,159699,1
338717,181582,1
304283,183656,1
314519,146787,1
270899,175377,1
291228,101272,1
291170,110147,1
321522,163852,1
202627,179376,1
307913, 91419,1
311093,169734,1
321775,164846,1
294832,124284,1
295537, 91032,1
383044,180418,1
338570,192256,1
337894,175289,1
359796,165920,1
316263,163806,1
320972,170417,1
277860,111893,1
367806,123963,1
359352,162962,1
350964,149159,1
332201,181702,1
287966,150135,1
346942,152780,1
232784,169847,1
292492, 99170,1
334529,166765,1
363208,238649,1
196795,190277,1
353333,113156,1
373191, 88470,1
333789,151168,1
339732,163158,1
321822,187102,1
276792,141848,1
308044,164482,1
311328,159477,1
383052, 89061,1
316820,150304,1
314479,178821,1
310824,144943,1
333143,200298,1
300672,175844,1
339482,151261,1
319208,164182,1
321645,164662,1
308763,166511,1
308066,145825,1
360143,155270,1
348893,195430,1
319283,158983,1
332284,194186,1
292402,184441,1
361227,221878,1
313573,109221,1
310693,154278,1
344482,215846,1
358652,186358,1
330533,214555,1
320400,160020,1
267662,127175,1
396583, 82842,1
292193,125417,1
324121, 96346,1
321344,166633,1
234837,151054,1
368060, 76739,1
347050,150472,1
245783,109229,1
400550,144359,1
343217,153037,1
315488,160339,1
347406,155708,1
336845,172750,1
357014,148222,1
331862,169092,1
322140,165212,1
363075,162238,1
318738,182134,1
346717,178180,1
311819,140674,1
332032,157725,1
301983,173386,1
321556,163352,1
315830,102777,1
312275,145173,1
325861,203058,1
360703,150999,1
345976,148333,1
320210,191459,1
318665,158107,1
425563,163524,1
264427,188193,1
348177,179526,1
265430,151883,1
320718,158610,1
380609,185976,1
345234,188822,1
362027,150348,1
300294,178772,1
315963,174031,1
333787,189423,1
337343,156614,1
334812,137431,1
347492,153416,1
324518,167369,1
353991,193997,1
274321,219665,1
335476,183897,1
300021,159185,1
384591,137729,1
320000,162605,1
268938,211870,1
366146,196571,1
356280,185198,1
325767,164095,1
350480,214608,1
314791,163370,1
302582,134124,1
328851,147002,1
347039,195468,1
289531,145743,1
343018,239960,1
271123,163465,1
326959,154655,1
332307,189590,1
310529,141617,1
380281,205779,1
411606,137378,1
348191,165419,1
305292,175260,1
256120,141529,1
390934,170420,1
358562,112650,1
355499,224982,1
363437, 77975,1
232043,177614,1
246753,175170,1
327204,152871,1
371685,151612,1
291723,177824,1
324488,180658,1
340048,131847,1
295311,115000,1
239495,163949,1
267521,119941,1
401396,125431,1
260930,184935,1
336085,170252,1
291782,159562,1
307616,207295,1
352910,145624,1
294653,104623,1
372883,222824,1
318707,160697,1
281548,175184,1
307747,128551,1
336991,217448,1
270233,195701,1
433100,134861,1
311433,134432,1
375353,117180,1
315146,160782,1
311163,166821,1
305333,171939,1
332470,161202,1
302266,185591,1
370775,144355,1
314552,151035,1
343145,172236,1
331212,162496,1
299460,144708,1
383894,179880,1
345703,149860,1
331381,162660,1
344364,213940,1
378347,144880,1
322789,137560,1
328425,159826,1
341137, 78287,1
317771,154916,1
336266,148507,1
342066,119083,1
297177, 88467,1
280519,165350,1
305901,166656,1
284757,175853,1
281732,221764,1
321262,178491,1
344710,213543,1
311408,168232,1
356500,188114,1
304376,222294,1
278116,185472,1
247892,115217,1
306326,164202,1
311516, 94189,1
323747,163351,1
321778,158339,1
309501,166931,1
333942,143344,1
339393,209145,1
340996,170964,1
315333,144566,1
332853,168141,1
290958,168323,1
297731,175876,1
280274,182662,1
306540,193434,1
319155,159850,1
355168,114823,1
270201,236813,1
347630,120931,1
446538,180119,1
371052,147369,1
403365,215735,1
258201,153095,1
335121,214149,1
283786,133973,1
353951,133923,1
345069,165968,1
367079,183232,1
363932,228249,1
354132,161850,1
390538,157197,1
333805,148479,1
325344,159885,1
323905,168029,1
274495,182470,1
309684,150076,1
381617,157000,1
322841,169735,1
359520,132845,1
249616,144446,1
321620,169950,1
415495,116126,1
335742,196692,1
271424,251323,1
340066,152500,1
327734,163585,1
346079,220993,1
276741,143844,1
377042,182019,1
400055,131725,1
332246,172932,1
310386,171068,1
327569,158418,1
324444,166910,1
317217,163896,1
270404,183080,1
277512,151920,1
324966,170021,1
306421,145493,1
382419,110392,1
318266,171979,1
321245,141627,1
318192,170844,1
320821,165455,1
329029,204399,1
311065,219934,1
287127,192494,1
283571,109326,1
308748,199866,1
369490,164369,1
270729, 67329,1
279010,181792,1
282957,179982,1
308489,145929,1
327927,168535,1
327022,161396,1
376557,109320,1
248427,146381,1
321182,150806,1
312337,154488,1
268518,181514,1
285865,167818,1
279251,184486,1
306042, 66361,1
318215,180010,1
293978,197091,1
338044,233264,1
293864,241877,1
344380,183817,1
316257,171544,1
248779,111087,1
313783,177198,1
415534,110526,1
296164, 96874,1
315670,160928,1
339137,160334,1
290700,196285,1
307107,174760,1
325279,168587,1
328423,161604,1
333883,276840,1
308555,134011,1
322101,164171,1
306357,123397,1
292931,125341,1
284378,223470,1
335003,151395,1
267212,158699,1
343851,193618,1
296627, 93375,1
334980,143900,1
335235,180161,1
360945,167952,1
257841,193878,1
275288,212315,1
331798,143962,1
333937, 51121,1
328775,156501,1
319829,168353,1
293201,192871,1
327608,177638,1
332562,174699,1
348815,150017,1
312227,159417,1
324337,162686,1
323329, 93955,1
291973,127483,1
258779,106777,1
325360,134919,1
267264,153034,1
312421,170617,1
293350,175997,1
275459,190178,1
244344,185382,1
252845,181181,1
357923,192120,1
382720,263255,1
326040,156509,1
165104,543395,1
139903,592241,1
132705,557674,1
114311,601605,1
102460,533057,1
185935,554627,1
123441,594415,1
97216,564094,1
110948,539533,1
101553,517715,1
133023,574572,1
144570,573936,1
136531,557658,1
173576,507309,1
179189,536028,1
141238,557986,1
156430,615117,1
69169,631490,1
31842,565765,1
144620,575370,1
155899,561715,1
137451,555339,1
68388,574380,1
166290,521714,1
210499,526471,1
148319,584541,1
135336,552552,1
136606,562296,1
136301,569544,1
119386,620549,1
139212,557713,1
84501,604671,1
176602,574552,1
105945,528795,1
140989,537156,1
138449,555969,1
128669,574591,1
95749,602775,1
139460,557260,1
130440,562623,1
147885,527813,1
58190,608304,1
151701,574146,1
148385,538149,1
142668,544976,1
145251,553486,1
142265,546135,1
202913,525966,1
192564,547558,1
179240,577011,1
182840,584262,1
144242,557674,1
135849,550612,1
101427,615890,1
143265,548387,1
112379,547679,1
137347,622867,1
139146,569516,1
125756,579609,1
77109,512651,1
138073,556272,1
202547,601240,1
19835,570290,1
118137,579149,1
201324,574588,1
113259,568684,1
139052,610320,1
177246,571940,1
107972,601191,1
138199,541774,1
220156,589643,1
137787,566189,1
138122,557230,1
93136,613387,1
154620,576738,1
131523,568207,1
136967,565662,1
142886,556511,1
125005,540340,1
138965,558201,1
139474,569485,1
171471,576787,1
157138,565993,1
198294,552987,1
136078,547418,1
140164,531093,1
156003,502860,1
67867,545392,1
133780,533275,1
116142,550919,1
148510,579793,1
179224,584189,1
149906,546909,1
29760,557873,1
115287,602637,1
206561,574789,1
108651,521409,1
115905,560139,1
127373,549518,1
141699,530028,1
141641,557376,1
111855,531542,1
136580,553967,1
137516,556818,1
179793,483378,1
105568,584102,1
125840,520239,1
117212,565692,1
140717,554093,1
139033,593287,1
172882,571145,1
104862,608089,1
158366,537970,1
138525,534268,1
69565,599820,1
94571,528963,1
153185,562792,1
147599,513563,1
223226,546198,1
143879,536650,1
151099,518008,1
109317,531425,1
127202,525948,1
137740,618961,1
138734,557713,1
109912,565003,1
158060,525533,1
260096,530550,1
134449,557556,1
121650,599844,1
188992,563992,1
207218,589497,1
179830,547383,1
152331,529689,1
112184,530469,1
166904,503121,1
183026,545377,1
152658,569277,1
172116,513383,1
95899,530846,1
144325,538991,1
166597,572855,1
105193,596017,1
166840,562425,1
117089,561455,1
141718,549576,1
117959,536156,1
125351,529954,1
140706,547367,1
138012,558263,1
135284,555664,1
142663,556520,1
112673,516997,1
137657,611252,1
119237,591137,1
186380,487625,1
113099,546732,1
176278,550602,1
158773,588778,1
140962,518168,1
144856,551807,1
155943,576199,1
152584,564548,1
165356,570715,1
127858,609681,1
257984,555707,1
149758,564768,1
129550,560106,1
159271,568953,1
151374,538387,1
129030,588495,1
155430,549012,1
172756,612694,1
93459,514032,1
99569,523174,1
148080,544056,1
169322,577938,1
173847,514665,1
136418,562926,1
140047,540043,1
74519,527539,1
146681,562995,1
110877,562558,1
95071,503965,1
136232,576477,1
146120,576624,1
259173,548593,1
107965,535173,1
103153,601002,1
158283,570550,1
206219,604081,1
116492,509399,1
97430,598804,1
193275,538687,1
116860,550810,1
179834,541387,1
143226,522375,1
111174,539350,1
94933,588147,1
139434,557410,1
131532,536658,1
38179,532155,1
113321,606322,1
123905,508486,1
201753,569116,1
206660,575002,1
138884,529162,1
139636,565984,1
110479,594587,1
76253,529394,1
160280,493497,1
161475,587507,1
149054,556986,1
223408,520131,1
158596,562634,1
141991,539522,1
137172,523482,1
161154,538355,1
130157,581286,1
142000,554964,1
86243,559135,1
130883,557824,1
127964,538935,1
122130,568886,1
210597,589836,1
139847,552015,1
147664,559632,1
167716,562762,1
130657,555545,1
165382,518876,1
221994,575146,1
87236,607429,1
154268,542573,1
197367,535989,1
133094,557996,1
155274,552551,1
139911,561185,1
146924,565933,1
146183,622188,1
